time,x,y,yaw,vel_x,yaw_vel
0.0,0.5510601879741676,0.2600478055412149,2.88261230643697,,
684.678,0.5510607686707314,0.2600476544264723,2.8826007447999342,,
684.678,0.5510607686707314,0.2600476544264723,2.8826007447999342,,
684.728,0.5510619470898911,0.26004734775028504,2.8825772835419987,,
684.778,0.5510625272219348,0.260047196764199,2.882565734075543,,
684.828,0.551063704486307,0.2600468903513931,2.8825422974670682,,
684.878,0.5510642840484831,0.2600467394953237,2.882530760127844,,
684.928,0.5510648809778012,0.2600465841132409,2.882518877358064,,
684.978,0.5510660391549848,0.260046282618733,2.8824958229180346,,
685.028,0.5510672141146297,0.26004597673153823,2.8824724355124327,,
685.078,0.5510677925427252,0.26004582613412724,2.882460922392937,,
685.128,0.5510689663513683,0.26004552050943663,2.8824375595360547,,
685.178,0.5510695442126433,0.26004537004132494,2.882426058500825,,
685.228,0.5510707168741266,0.260045064678183,2.882402720178947,,
685.278,0.5510712941713052,0.2600449143386727,2.8823912312210402,,
685.328,0.5510724656851778,0.2600446092372134,2.8823679173895673,,
685.378,0.5510724656851778,0.2600446092372134,2.8823679173895673,,
685.428,0.5510736364304744,0.26004430430950726,2.8823446199486775,,
685.478,0.5510747889514285,0.26004400410484707,2.8823216862396994,,
685.528,0.5510753823837246,0.26004384952023113,2.882309878100872,,
685.578,0.5510759581733704,0.26004369952599843,2.8822984212865292,,
685.628,0.5510771266280634,0.26004339512064484,2.8822751726776175,,
685.678,0.5510782768938767,0.26004309543023246,2.882252287026454,,
685.728,0.5510788691650027,0.260042941110402,2.8822405036274468,,
685.778,0.5510800183045274,0.2600426416768301,2.882217641955348,,
685.828,0.5510811840950545,0.26004233788033676,2.882194450065938,,
685.878,0.551081758009162,0.26004218831226694,2.8821830331816582,,
685.928,0.5510829226588654,0.26004188477576334,2.882159865589486,,
685.978,0.5510834960112412,0.2600417353357585,2.8821484606640575,,
686.028,0.5510840865445323,0.26004158141207,2.882136714258956,,
686.078,0.5510846595212242,0.260041432059092,2.882125317336017,,
686.128,0.5510852323116691,0.26004128274736094,2.882113924346,,
686.178,0.5510863946745359,0.2600409797338093,2.882090805184865,,
686.228,0.5510875562752515,0.26004067689264626,2.882067702239559,,
686.278,0.5510881281266786,0.2600405277970596,2.8820563291287358,,
686.328,0.5510886997943938,0.2600403787419359,2.8820449599514637,,
686.378,0.5510898598866246,0.26004007624614733,2.882021889158871,,
686.428,0.5510910192212825,0.26003977392265915,2.8819988345460934,,
686.478,0.5510921605119963,0.26003947628126006,2.8819761398312362,,
686.528,0.5510927481631771,0.260039323016156,2.8819644547305403,,
686.578,0.5510933183436801,0.26003917430214485,2.881953117280763,,
686.628,0.5510944754182977,0.26003887249433083,2.8819301108604227,,
686.678,0.551095614483688,0.2600385753621399,2.881907463568053,,
686.728,0.5510967700593365,0.2600382739026626,2.8818844890944506,,
686.778,0.5510973389459323,0.2600381254850374,2.881873179216936,,
686.828,0.5510979248807826,0.260037972614118,2.8818615306918205,,
686.878,0.5510990617295874,0.2600376759912573,2.8818389306490957,,
686.928,0.5510990617295874,0.2600376759912573,2.8818389306490957,,
686.978,0.5511002150560013,0.2600373750454207,2.881816004102453,,
687.028,0.5511013676294106,0.2600370742702868,2.8817930935827745,,
687.078,0.5511019350383644,0.2600369261913726,2.8817818151818666,,
687.128,0.55110308648917,0.26003662567260855,2.881758928553902,,
687.178,0.5511042200193327,0.2600363298076118,2.881736399149223,,
687.228,0.5511048036745378,0.26003617745729873,2.8817247991422184,,
687.278,0.5511053699786373,0.2600360296306684,2.881713544243585,,
687.328,0.5511065191882518,0.26003572962375365,2.8816907053111556,,
687.378,0.5511076505138168,0.2600354342622114,2.881668222866341,,
687.428,0.5511082330345773,0.26003528217093874,2.881656647040501,,
687.478,0.551109363262234,0.2600349870599778,2.8816341880489382,,
687.528,0.5511105098732051,0.26003468764741655,2.8816114045799774,,
687.578,0.5511110743466975,0.260034540237539,2.8816001887203053,,
687.628,0.5511116557373648,0.2600343884041767,2.881588637026243,,
687.681,0.5511127837693646,0.2600340937942533,2.88156622483297,,
687.728,0.5511139281536919,0.2600337948897271,2.8815434888349096,,
687.778,0.5511144915320009,0.26003364772967363,2.8815322963455974,,
687.828,0.5511144915320009,0.26003364772967363,2.8815322963455974,,
687.878,0.5511156348053038,0.2600333490785622,2.8815095840398333,,
687.928,0.5511167773289931,0.26003305059824805,2.8814868875527,,
687.978,0.5511179020728147,0.26003275674002596,2.881464545295254,,
688.028,0.5511184812048497,0.26003260542277,2.8814530416396535,0.15,0.0
688.078,0.5511196048564344,0.2600323118138698,2.8814307226382665,0.15,0.0
688.128,0.5511207447970361,0.26003201392488207,2.881408081154617,0.15,0.0
688.178,0.5511207447970361,0.26003201392488207,2.881408081154617,0.15,0.0
688.228,0.5511218839960011,0.2600317162040823,2.8813854554589278,0.15,0.0
688.278,0.5511224448222655,0.26003156962829127,2.88137431725921,0.15,0.0
688.328,0.5509792378405733,0.26004642506784886,2.881921481386138,0.15,0.0
688.378,0.550032037390436,0.260281966278775,2.88107769168438,0.15,0.0
688.428,0.5489346319616627,0.2605707041460134,2.8796306755218346,0.15,0.0
688.478,0.5473190294392947,0.2610027078740633,2.8776490008220423,0.15,0.0
688.528,0.5419669303831723,0.2624625282124453,2.8721617993336594,0.15,0.0
688.578,0.5336247926976453,0.26479427319725,2.8670725869187517,0.15,0.0
